,whisper_text,llm_output_text,correct_text,whisper_wer,llm_output_wer
25," Goedstands aan de ene, tenke papa, contact Braga-Redaar, 1-2-0-2-7-5, bye bye.", guten tag stansaad air 120275 bye bye,lufthansa 9 tango papa contact praha radar 120.275 bye bye,0.9090909090909091,1.1428571428571428
26, Auf Wiedersehen!, auf Wiedersehen,lufthansa 9 tango papa 20275 bye,3.0,3.0
27," MMRSX nánoziro Juliet, kontakt růženě ta ve 1.34, že se má fan sexy revojevské větěraho.", meridiana 1000 rhein radar contact rhein radar trasacco,time air 690 juliett contact ruzyne tower 134.560 hezky vecer ahoj,1.0,1.25
28," One three four five six zero, time out, six nine zero zero, Juliet.", one 34560 tschuss st prex 6900 juliet,134560 time air 690 juliett bye diky,0.9230769230769231,1.0
29," Oskal kilo, brávo, Alphalimah, after book up, descent to 3000 feet, cleared, RMP pro účeran ve 27 report established.", oskar kilo bravo alfa lima after book up descent to 3000 feet cleared rhein radar contact in 27 report established,oscar kilo bravo alfa lima after bukap descend to 3000 feet cleared rnp approach runway 27 report established,0.7894736842105263,0.4
30," Cera papa poxtrot, lima poxtrot, contact výne radar, 125,175, urbáj.", cerva papa papa contact zurich radar 125.175 zurich,sierra papa foxtrot lima foxtrot contact wien radar 125.175 good bye,0.8,0.875
31," Oscar, que lo tengo, Oscar papá, pero si directo la nukes.", oscar kilo tango oscar papa pero si directo la nukes,oscar kilo tango oscar papa proceed direct lanux,1.0,0.5
32," Direct plan o skarty Otecky, o skart papá.", direct psa 4000 oscar kilo,direct lanux oscar kilo tango oscar papa,1.0,1.0
33," Tadejda, rovka kilo, nefranty kdo čaní, dobrý den, passing 3900, climbing tohle z 10, inbound v Lashim, ready for FVR.", tagada rovka kilo nfranty kilo dobriny den passing 3900 climbing to halle zurich 10 inbound v lashim ready for flight level 370,praha radar oscar kilo uniform tango charlie dobry den passing 3900 climbing flight level 70 inbound vlasim ready for ifr,0.8,0.7272727272727273
34," V Skrklu Unions Formatengo Charlie, dobrý den, Praha radar identified.", v skrk luftwaffe 1324 good day bye zurich radar identified,oscar kilo uniform tango charlie dobry den praha radar identified,0.9,0.8
35, climb flight level 70 and clear to destination Beneshova flight plan route, climb flight level 70 and clear to destination benesova flight plan route,climb flight level 70 and cleared to destination benesov via flight plan route,0.25,0.25
36," IFA flight starts now, time 131.4", ifa flight starts now time 131.4,ifr flight starts now time 1314,0.5,0.3333333333333333
37, Qu'est-ce qu'il y a le moment de l'expression?, squawk 1262 good morning,klm 1350,1.0,1.0
38, Sorry guys, sorry guys,sorry go ahead,1.5,1.0
39, contact radar 12745, contact rhein radar 12745,yeah contact radar 120275 ahoj,1.0,1.0
40," Altijd zitten we op 275, ik ga naar 145.", alitalia 100275 i ll go to 145,120275 ahoj klm 1350,1.0,1.0
41," Loutan zanáratenku papa, kontekst prahřej dáro, 1-2-0-DIS-0-2-7-5, buj-bye.", lufthansa 555555555555555555555555555555555555555555555555555555555555555555555555,lufthansa 9 tango papa contact praha radar 120.275 good bye,1.25,4.5
42," 1-2-0-2-75. Bye bye, ein ding, bye bye.",  lufthansa 20275 bye bye ein ding bye bye,120275 bye bye 9 tango papa,1.0,0.75
43," Oscar kilo kilo kilo, this is Kili-725,000 feet, Kili-81016", oscar kilo kilo kilo this is kilo 7250 kilo 81016,oscar kilo kilo kilo whiskey descend to 5000 feet qnh 1016,1.0,0.7
44," Escarcaram o Magrota Hotel, passam na sítio.", escaradeau magrota hotel passam nassau,oscar kilo mike delta hotel pass your message,1.1428571428571428,1.4
45, Is it okay for you if we maintain 4 nautical miles left of track all the way down to Benesha?, is it okay for you if you maintain 4 nautical miles left of track all the way down to bernese,is it ok for you if we maintain 4 nautical miles left hand track all the way down to benesov,0.2,0.2
46," Alcarca, we are at the Alfa, PAPA, Fable, Ingrid Speed, approaching traffic.", alitalia 1500 zurich 132.4,oscar kilo charlie alfa papa if able increase speed approaching traffic,0.9166666666666666,2.75
47," Yra vienk 7autā bravo ten rād heading 210, klirdājā uz aproķam vieti ufori, podestablišt.", aero lloyd 702 bonjour bravo tango rhein radar heading 210 kluddingue uss prex-aerodrome,euro wings 7 alfa bravo turn right heading 210 cleared ils approach runway 24 report established,1.0,1.0769230769230769
48," Same 210 cleared for the NS24, report established earrings, 7 of the bro", same 210 cleared for trasadingen report established earrings 7 of the bro,ding 210 cleared for the ils 24 report established euro wings 7 alfa bravo,0.6153846153846154,0.75
49," Pibertape 55 Pajarrita identified, runway 1560.", pietra 555 pajarrita identified runway 1560,speed bird 855 praha radar identified climb flight level 160,1.6666666666666667,1.5
50, 160 feet 3rd 855, 160 feet per minute 3 times 855,160 speed bird 855,0.5,0.7142857142857143
51," Operke o majčá, dečáli runway 27 klid follow approach, wind 3,2,0 degrees, 5 knots, a follow approach, continue stráhez, climb to 3000 feet.", air france 4560 descend to flight level 320,oscar kilo mike charlie charlie runway 27 cleared for low approach wind 320 degrees 5 knots after low approach continue straight ahead climb to 3000 feet,0.782608695652174,3.125
52," Ruzi je tále CSA, mám 1 delta zulu, dobrý podvečer, stavíš to kolejze 24.", roger zurich 1324 good bye,ruzyne tower csa 1 delta zulu dobry podvecer established localizer 24,0.8571428571428571,2.2
53, Wariancje 1.0 rozniadzały runway 24.1 22.3., air france 106 rhein radar 124.122.3,dobry den csa 1 delta zulu ruzyne tower runway 24 cleared to land wind 220 degrees 14 knots,2.8333333333333335,3.0
54," Rp21, runway 24, you say 1.00", roger 21242 tschuss,are cleared to land runway 24 csa 1 delta zulu,1.5,3.3333333333333335
55," Laskarky Loviny Fondango chaliris, release from frequency, flying information service available at 12601. Parahá informáci, dobrý den.", lufthansa 4555 zurich frequency 126.3 good bye,oscar kilo uniform tango charlie re release from frequency flying information service available at 126.1 praha information dobry den,0.7058823529411765,2.5714285714285716
56," Oskar kilo kilo, ko alfa traha reidā, reidentīfājt. Cons light level 100, dais vārflājt, dais nautājum 05, quitu destination, vajā flātvenrūt.", oscar kilo kilo contact rhein radar 127.37 good bye,oscar kilo kilo echo alfa praha radar identified climb flight level 100 ifr flight starts now time 05 cleared to destination via flight plan route,1.0476190476190477,2.3333333333333335
57," Thank you, sir. We thank you, Papa, line up runway 2 for enroute.", thank you sir we thank you papa line up runway 2 for en route,oscar kilo charlie tango papa line up runway 24 and wait,0.7692307692307693,0.7142857142857143
58, Line up on the current lake and set the road card in the front., lufthansa 4555 set the heading to the current lake and set the radar contact in the front,line up runway 24 and wait oscar kilo charlie tango papa,0.8571428571428571,0.9411764705882353
59," Zvědře je nánované, tak se holding point runway 2 fold to the right via delta, bravo.", swiss air 101 is identified proceed to holding point runway 2 fold to the right via delta bravo,csa 918 taxi holding point runway 24 to the right via delta bravo,0.5625,0.5
60," taxi delta Bravo, 0.24, CSA 901A", taxi delta bravo 2424 tschuss,taxi delta bravo holding point 24 csa 918,1.0,1.0
61," Nr. Alfa 0187, gehoorvrijd, pas op, suspend, dit is de lege situatie.", nether alfa 0187 good bye pas op suspend this is the geographical situation,romeo alfa 01817 your flight plan was suspended i am sending delay message,1.0833333333333333,0.9230769230769231
62," 1-1-8, 5-0.",  lufthansa 11850,118.1650,1.0,1.0
63, Let's head for wine., lufthansa 3550 climb to flight level 330,that s it bye bye,1.25,1.0
64," We impede 404 kT, XC, Charlie, Lima and Quebec behind FOMI car to stand 0-3.", hapag lloyd 404 kt x-c charlie lima and quebec behind fommi car to st prex 03,dream team 404 kilo taxi charlie lima and quebec behind follow me car to stand sierra 3,0.7333333333333333,0.5625
65, A nekelem se vom trivesky rejuspitvám s 6.0 nocte u 4 těmi., aero lloyd 600 zurich radar contact tschuss,and klm 73 whiskey reduce speed 160 knots till 4 dme,0.9166666666666666,1.5714285714285714
66," 60-40, make an attempt to hit", swiss air 6040 make an attempt to hit,60 to 4 dme klm 73 whiskey,1.1666666666666667,1.0
67," 766, continue channel vymah kebek kebek 5, behind for me, stand Mike van bravo.", sabena 766 continue climb flight level 330,silesia 762 continue charlie lima quebec quebec 5 behind follow me stand mike 1 bravo,0.8571428571428571,2.0
68," I know what brother, I'll stand 5-7, can H-10-1-2 request in, start.", i know what brother i ll stand by can hapag lloyd 1012 request in st prex,ryan air 1 bravo alfa stand 57 qnh 1012 request engine start,0.8333333333333334,0.8125
69," RISDRUPS2, Niner, 5, ILS 24, NIMOS", swiss air 4299 rhein radar 132.4,ruzyne tower ups 295 ils 249 miles,1.1666666666666667,1.1666666666666667
70, ន្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្្, 1000000000000000000000000000000000000000000000000000000000,good evening ups 295 ruzyne tower runway 24 cleared to land wind 230 degrees 13 knots,16.0,16.0
71," OI 24, cleared for LIDPS 295.", oi 24 cleared for lidps 295,runway 24 cleared to land ups 295,1.0,0.6666666666666666
72," Oscar kill pop-fire on my mic, turn right heading 060", oscar kilo pfa 100 turn right heading 060,oscar kilo papa romeo mike turn right heading 060,0.6,0.375
73, Попадаем майк., hapag lloyd 505 climb to flight level 330,060 right turn oscar papa romeo mike,3.5,1.0
74," Amérit 1-3-9 odek si ve apukstrod krosserem V1-2, Golf, Juliet, stand 1, 4, Alpha.", meridian 139 own speed vector krosstrod cross rhein radar 124.4 good bye,emirates 139 taxi via foxtrot cross runway 12 golf juliett stand 14 alfa,0.9285714285714286,1.0
75, أكثر من مجموعة أكثر من 1.2 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أكثر من 1.3 أ, al,taxi via foxtrot cross runway 12 golf juliett stand 14 alfa emirates 139,1.0,13.0
76," Skrame papaten rejdening 020, lidám se proč rán vej, 06, 5 maximum, 1,6 ronovc.", swiss air 485 rhein radar 132.5 good bye,oscar mike papa turn right heading 020 cleared ils approach runway 06 speed maximum 160 knots,1.1428571428571428,2.0
77," Redidding 0 to 0, clear the island approach 06 and maximum 160 to be confirmed", redding 0 to 0 clear the island approach 06 and maximum 160 tschuss,right heading 020 cleared ils approach 06 and maximum 160 speed confirm,0.6666666666666666,0.6923076923076923
78, Ado confirm, adria confirm,i do confirm,1.0,1.0
79," Zdělalím a popa Viktor a stand by for Unvej 0, na jmr. For now, follow Tumka for Charlie arrival due to departures from Bernou.", hapag lloyd 5555 climb flight level 330,kilo lima papa victor standby for runway 09 for now follow tumka 4 charlie arrival due to departure from brno,0.75,2.857142857142857
80," Oscar Quill Tango Uniform Romeo Praharaid Arhello, identified, climb to flight level 70 and standby for IFR.", oscar kilo tango uniform romeo bravo india rhein radar identified climb to flight level 70 and stand by for ifr,oscar kilo tango uniform romeo praha radar hello identified climb to flight level 70 and standby for ifr,0.5882352941176471,0.3
81," Climbing to plate level 70, skirky, let's undo you here for a moment.", climbing to plateau level 70 skirkaia let s u d e you here for a moment,climbing to flight level 70 oscar kilo tango uniform romeo,0.8461538461538461,0.75
82," Eu tenho um chão ali, não é?", euro turbo 300 alfa nono,oscar tango charlie roger,1.0,1.0
83," Оскарки вовески, информация МАИТ КУННИХ 1016, Тумка в Ворчарле, Райвел", oscar kilo india contact rhein radar 1016 tschuss good bye,oscar kilo kilo kilo whiskey information mike qnh 1016 tumka 4 charlie arrival,1.3,1.0
84, Right after C1 belt is all established., right after climb to flight level 330,radar csa 1 delta zulu established,1.0,1.0
85," TSA 1 Delta Zulore, check contact with the Hetaura 134, the system of 560.", tsa 1 delta zulauro check contact with the hawaira 1342 tschuss,csa 1 delta zulu roger contact ruzyne tower 134.560,0.8571428571428571,0.7272727272727273
86," 3, 4, 5, 6, 7, 8, 1, do the blue pack again", sabena 3456781 do the blue package again,34560 csa 1 delta zulu pekny den,1.0,1.0
87," Air France 1080 standby, now descent to... descent flight to all 70.", air france 1080 standby now descend to descent flight to altenheim,air france 108 zulu standby now descend to descend flight level 70,0.9166666666666666,0.45454545454545453
88," Ich bin der Franz-Werder, ich bin der 2.", i am zurich airport 1324 good bye,air france 108 zulu,1.0,1.0
89, Alweer de eveningloofd dan weet het om me op passing 2005 van de Klamming 512., alitalia 4552 own flight level 2005 good bye,good evening lufthansa 8 hotel romeo passing 2500 climbing 5000,0.9333333333333333,1.25
90," Hello, Townsend 8OTR, Praharita, good evening, identified.", hello tschappau 800 trasadingen good evening identified,lufthansa 8 hotel romeo praha radar good evening identified,1.1428571428571428,0.8571428571428571
91," climb to flight level 1, must fix at zero.", climb to flight level 100 must fix at zero,climb to flight level 160,0.5555555555555556,0.5555555555555556
92," Unser A-Turkler Romio, kleinflyt über 1, 6, 7", swiss air 4816 rhein radar 167,lufthansa 8 hotel romeo climb flight level 160,1.0,1.3333333333333333
93, Pembezaan KKDT India turn left heading 100, pembina 600 india turn left heading 100,oscar kilo delta sierra india turn left heading 100,0.7142857142857143,0.5714285714285714
94," Left heading 100, we're going to kill the train.", left heading 100 we re going to kill the train,left heading 100 oscar kilo delta sierra india,0.8888888888888888,0.7
95," Oskrkel India Foxxxl Tromell, kontakt Praha radar 127,5a, 0by.", oskar kilo india foxtrot mike contact prague radar 127.5 au revoir,oscar kilo india foxtrot romeo contact praha radar 127.580 bye,1.0,0.5454545454545454
96," Pôsobne tam, transiofotúvať dobrý večer, stávaj z lokalia za tu poho.", psa 330 tschuss trasadingen good bye vienna st prex zurich,ruzyne tower trans europe 421 dobry vecer establish localizer 24,1.0,1.0
97," Transport to port 1, dobro i očer, zvijetavara, konfiniraj preuc, aeronautik form.", transport to port 1 dobra i oster zurich flight level 330 bonjour au revoir,trans europe 421 dobry vecer ruzyne tower continue approach runway 24,1.0,1.0
98," Ja, det är ett bra program vi tog på. Kan vi ha på två?", jetset 1327 good morning take off in 2 minutes,continue approach runway 24 trans europe 421,1.0,1.0
99," Alkaard kiezen we Mike Charlie Charlie, na een verloot, klikken we straks naar het 4080.", alitalia 4901 climb to flight level 330,oscar kilo mike charlie charlie after the low approach climb straight ahead 4000 feet,1.0,1.8571428571428572
100, I'll throw it to the client straight away for a while., i ll throw it to the client straight away for a while,after approach climb straight ahead 4000 feet oscar kilo mike charlie charlie,1.0909090909090908,1.0
101," So, good morning, guys. Keep moving, I'm in a hurry. Stay established, I'll have to get on the plane.", so good morning guys keep moving i m in a hurry stay established i ll have to get on the plane,tower good morning quality 4089 fully established on the runway 09,0.8947368421052632,0.8095238095238095
102," Coolity 4089, the turn is our good morning, runway 099 cleared to land, wind is calm.", klm 4089 turn right our good morning runway 099 cleared to land wind is calm,quality 4089 turany tower good morning runway 09 cleared to land wind is calm,0.625,0.3333333333333333
103," Kělám svou trivysky, mají rym prezáding for vectoring health approach on way 2,4, and redicular speed now below 260 knots.", klm swiss 1345 maintain rhein radar contact for vectoring heading for trasadingen and rhein radar contact now below 260 knots,klm 73 whiskey maintain present heading for vectoring for ils approach runway 24 and reduce your speed now below 260 knots,0.7,0.65
104, Scatrol 35 to the right heading 180 vector and 4th base link, scotland 35 turn right heading 180 vector and 4th base link,sky travel 35 juliett turn right heading 180 vectoring for spacing,0.75,0.7272727272727273
105," Atene Graeid heading 180, SkyTroll 35J.", aero lloyd 100 heading 180 st prex 350,turning right heading 180 sky travel 35 juliett,1.1666666666666667,0.875
106," I'll camp in Long Club up on the advocate viadexive whiskey, cross runway 26 and continue to the air club.", hapag lloyd 5555 climb to flight level 330 continue to zurich airport,oscar kilo alfa papa india vacate via taxiway whiskey cross runway 26 and continue to the airclub,0.65,1.25
107," PKPY, this is C-26 and PKPY, the airsoft level of Krapapetia.", pk airways this is charlie 26 and pk bye the airspeed level of krapat,vacate via whiskey cross 26 and vacate via the airclub oscar kilo papa india,1.0909090909090908,0.8571428571428571
108," Tavr, dobra, do plené, Revan, třeba se u informaci, aby kámi infolíze stavili se alles runway 24, speed maximum 180", tag aviation 481 dobra do planné reims trasadingen bye bye stavillingen all radar contact rhein 1324 good bye,tower dobre dopoledne ryan air 1 juliett uniform becoming fully established ils runway 24 speed maximum 180,0.8,1.0
109, Para a Nirvangile de Anifondo Brilhain contempo para hoje., paris air 1010 rhein radar identified climb flight level 330,ryan air 1 juliett uniform dobry den continue approach,1.0,0.9
110," Kontynuje, prosimy, a ja ci wiedziałem.", continues 4820 rhein radar identified,continue approach ryan air 1 juliett uniform,1.1666666666666667,1.4
111," You're going to stay now, sir. I'm established.", you re going to stay now sir i m established,ups 295 established,1.0,0.9
112," UPS tonight 5 contact tower, frequency 134560 by.", ups tonight 5 contact zurich 134.560 bye,ups 295 contact tower frequency 134560 bye,0.625,0.7142857142857143
113, Just in a couple of minutes., just in a couple of minutes,ups 295 good night,1.0,1.0
114," Start at 7 Robert, micro-crickets in the holding, hold in for 1-2-4, we are ready for the bus.", sabena 877 roger micro cricket in holding hold for 124 we are ready for the bus,ryan air 7 romeo mike route reaching and holding runway 24 we are ready for departure,0.7222222222222222,0.8125
115," arrensiamo da un'ora, la colina per la nuova Dufo", air france 1010 rhein radar identified,ryan air 7 romeo mike line up runway 24,1.0,1.3333333333333333
116," Stand by, we're on the way to 4-4-9-7, Romy Mike.", stand by we are on the way to 4497 romeo mike,line up and wait runway 24 ryan air 7 romeo mike,1.1,0.8181818181818182
117, اس کر کے لو پہ پہ میک براہوری سنسوان لبہ بہنہ ہندرے, swiss air 486 climb flight level 330,oscar kilo papa mike bravo descend flight level 100,1.0,1.0
118," La van a atrevertos carqueados, más bravo", lufthansa 832 turn right to carqueados more bravo,level 100 oscar kilo papa mike bravo,0.8571428571428571,0.875
119, The trainer won the brable for start-up disapproved., tag air 5555 good morning radar contact squawk 2736,ryan air 1 bravo alfa startup is approved,1.0,0.8888888888888888
120," That's a pretty dry one, brother.", that s a pretty dry one brother,startup approved ryan air 1 bravo alfa,1.1666666666666667,1.0
121," Rijn, R730, hotel ter on light, heading 360.", rhein rhein 730 hotel tango rhein on flight level 360,ryan air 73 alfa hotel turn left heading 360,1.0,0.9
122, Zij wordt er 3 op het hulp., swiss air 300 turn right to 132.4,ryan air 73 alfa hotel,1.0,0.8571428571428571
123," Oskarkovámaj čáli, čáli prahá rejda, dobrý den. Joar identifáj slej d level 7-0 a vtřeboval to, prosít to, benešov.", oscar kilo mike charlie alfa rhein radar identified squawk 1270 good day bye,oscar kilo mike charlie charlie praha radar dobry den you are identified flight level 70 after baltu proceed to benesov,1.0526315789473684,1.0769230769230769
124, Oskar ke lokele jenu fanováme pro síndra dárek boutu., oscar kilo lima jenny fannova me pro setra dakota,oscar kilo kilo uniform november proceed direct baltu,1.0,0.7777777777777778
125, O que você está reclamando aqui?, o que você está reclamando aqui,proceed direct baltu oscar kilo kilo uniform november,1.3333333333333333,1.3333333333333333
126," Champrán 803, vkdy tohle je taxi Charlie, Alpha stand, Western Ipn.", champran 803 zurich to haupt st prex charlie alfa stand western ippon,jump run 803 vacate to the left taxi charlie alfa stand western apron,1.0909090909090908,0.5833333333333334
127," I'll see the fuck out of the airport, if you feel it.", i ll see you fuck out of the airport if you feel it,oscar kilo foxtrot alfa sierra approaching zulu,1.0,1.0
128, Good bye., good bye,oscar kilo foxtrot alfa sierra squawk 7000 and good bye,5.0,4.0
129," Es geht um 1000 Geballen, ausgehend von Schaffstärke.", hapag lloyd 1000 rhein radar identified,squawk 7000 good bye oscar foxtrot sierra,1.0,1.1666666666666667
130," Karkovské nové berlíma, formation, x-parade, vacating, vej, bravo, N-Texi to Foxtrot, bravo, alpha.", klm 6000 zurich 132.4,oscar kilo whiskey november lima information exprite vacating via bravo and taxi to foxtrot bravo affirm,1.1538461538461537,4.0
131," Ja, der Blödsinn ist gerade vorgetreten, Bop, Bop, Bop, Bink, 1900, komm, ich fahre 1000.", jetset 1000 bonjour,radar dobre odpoledne sky travel 432 papa passing 19 hundred climbing to 5000,1.0,4.333333333333333
132," Scatterall 432, Papa, the ground for LNH are identified, CloudFlight level 1-6-0.", scotland 432 papa the ground for lnh are identified cloud flight level 160,sky travel 432 papa dobre odpoledne praha radar identified climb flight level 160,1.0,0.6153846153846154
133," Ground is at about 116.0, Sky 044, 32, Papa.", ground is at about 1160 sky 04432 papa,climb to flight level 160 sky travel 432 papa,1.0,0.875
134, On va aller à la carte des Olours en territoire., on va alla carta dei olmi in territorio,via charlie zulu hotel echo,1.0,1.0
135," Ile czali zulu, niech się podzorbaną karkę trafik, helikopter, ono wuchmy się nowo szali.", lufthansa 4555 climb to flight level 330,heli charlie zulu next report zulu 1 local traffic helicopter on hook mission over chalet,1.0714285714285714,2.142857142857143
136," Hotel Fotosik, Toskar Echo 1, alt 6000 ft.", hotel foxtrot sierra echo 1 alfa 6000 feet,hotel foxtrot oscar echo 1 at 6000 feet,0.875,0.25
137," FoxScore Report Echo 2, 4H25", fox score report echo 2425,foxtrot oscar report echo 2 for runway 25,1.6,1.2
138," To Bravo Sierra, to the left taxiway C", to bravo sierra to the left taxiway c,2 bravo sierra to the left taxi with,0.625,0.375
139, So take a break or..., so take a break or,hotel hotel xray go around,1.0,1.0
