,whisper_text,llm_output_text,correct_text,whisper_wer,llm_output_wer
58, Lai nebri ietu par enta par karistu gubapam, lufthansa 8528 rhein radar identified,line up runway 24 and wait oscar kilo charlie tango papa,1.375,2.2
59, 6198 axi holling point ranoi 24 to the right via delta bravo, swiss air 6198 axi holling pong rhein radar 1242 good bye,csa 918 taxi holding point runway 24 to the right via delta bravo,0.4166666666666667,1.1818181818181819
60, taxi delta bravo link point 24 csa 918, taxi delta bravo rhein 1242 tschuss,taxi delta bravo holding point 24 csa 918,0.125,0.8333333333333334
61, Atklamā alfa 01817 zuri flight point buvus suspendita ieriem sendingi delay message, tag lamia alfa 01817 zurich flight level 330 good bye,romeo alfa 01817 your flight plan was suspended i am sending delay message,0.6666666666666666,1.1
62,118.650, 118.650,118.1650,1.0,1.0
63, Liettas heiss bye bye, lufthansa 8366 descend to flight level 330,that s it bye bye,0.75,1.0
64, Vimteam 404 klio teksie charlie lima and kebek behind foamyka to stents sierra 3, vimta 404 kilo tschuss charlie lima and kebek behind fox-1 to st prex sierra 3,dream team 404 kilo taxi charlie lima and quebec behind follow me car to stand sierra 3,0.6428571428571429,0.6
65, lukaliem 73 visk ieta jūs biet 160 no stilu 40, lufthansa 737 zurich 160 no stilu 40,and klm 73 whiskey reduce speed 160 knots till 4 dme,1.0,1.4285714285714286
66, 604 diena viņi klientu viņi,  swiss air 604 descend to flight level 300,60 to 4 dme klm 73 whiskey,1.4,1.0
67, Sirs esam 66 continue turnuvi lima kebek kebek 5 vairam for mī stend mike 1 bravo, sirs esam 66 continue turn right lima kebek kebek 5 vhf for mike stend mike 1 bravo,silesia 762 continue charlie lima quebec quebec 5 behind follow me stand mike 1 bravo,0.625,0.6470588235294118
68,buongiorno 1 bravo alfa standby 67.81012 requested in, bonjour 1 bravo alfa standby 67.81012 rhein radar identified,ryan air 1 bravo alfa stand 57 qnh 1012 request engine start,1.125,1.0
69,region rvps 295 alas 249 alas, roger vap 295 alfa 249 alfa,ruzyne tower ups 295 ils 249 miles,0.8333333333333334,0.8333333333333334
70, Good evening you pass 295 ruzmiet avroj ar hrvēj 24 klietu lant event 230 degrees 13 knots, good evening you pass 295 rhein radar identified avro jet air brakes 24 kilo tschu lant event 230 degrees 13 knots,good evening ups 295 ruzyne tower runway 24 cleared to land wind 230 degrees 13 knots,0.6470588235294118,0.6190476190476191
71,oight 24 good line bs295, tag 24 good line bye bye 295,runway 24 cleared to land ups 295,1.2,0.7142857142857143
72, Oscar kelu papa romeo mike turn right heading 060, oscar kilo papa romeo mike turn right heading 060,oscar kilo papa romeo mike turn right heading 060,0.2222222222222222,0.0
73, 060 right turn oscar papa romeo mike,  swiss air 060 right turn oscar papa romeo mike,060 right turn oscar papa romeo mike,0.0,0.2222222222222222
74, emiric 139 ots ievaira buks trot cross 7 v even 2 golf juliet 1014 alfa, air force 139 own navigation buoch trott cross 7. [/INST> air force 139 own navigation buoch trott cross 7,emirates 139 taxi via foxtrot cross runway 12 golf juliett stand 14 alfa,0.8,0.8947368421052632
75, okria klub strupti kautta andri 1 2 to golfu tudiju iet stāndu 1 or alfa munt 1 perināj, ok rhein club st prex kautta andri 12 to golfu tschu tschu jet standoff 1 or alfa munich 1 pirmas jordan,taxi via foxtrot cross runway 12 golf juliett stand 14 alfa emirates 139,0.9444444444444444,0.9047619047619048
76, kramai papa 10 reit heading 020 klidā separu ksranvē 06 speed maksilu 16 reno, klm 5555 rhein heading 020 climb to flight level 160 rhein radar 06 speed mach 160,oscar mike papa turn right heading 020 cleared ils approach runway 06 speed maximum 160 knots,0.7857142857142857,0.875
77, Rai heading 020 klid albiens appročia 06 and maximum 160 speed confirm, air heading 020 kilo alfa bravo rhein 06 and maximum 160 speed confirm,right heading 020 cleared ils approach 06 and maximum 160 speed confirm,0.3333333333333333,0.38461538461538464
78, are you confirmed, are you confirmed,i do confirm,1.0,1.0
79, tur ko olima papa visura stendbai 4anvē 099 for nows polo tumka 4 charlie ir iero due to departions rambena, tarom 480 papa visura st prex bahn 499 for now polo tschuss charlie iris euro 1324 tschuss,kilo lima papa victor standby for runway 09 for now follow tumka 4 charlie arrival due to departure from brno,0.75,0.9411764705882353
80, oscar kevo tango uniform romeo braha radar hallo identified climb to flight level 70 and standby for IFR, oscar kilo tango uniform romeo bravo radar hapag lloyd identified climb to flight level 70 and standby for ifr,oscar kilo tango uniform romeo praha radar hello identified climb to flight level 70 and standby for ifr,0.2222222222222222,0.15789473684210525
81, Climbing to pleidlēlu 70 skrk luta mēriem ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir ir, cl,climbing to flight level 70 oscar kilo tango uniform romeo,0.9976851851851852,10.0
82," Es kaptu ir gucā līda, tja", hapag lloyd 5555 tschuss,oscar tango charlie roger,1.0,1.0
83, Koškar kiva kiva kiva viski ies  information mike q and h16 tunkam 4 charlie raivo, kosar kiva kiva kiva viski information mike squawk 462 tschuss rhein radar 133.4,oscar kilo kilo kilo whiskey information mike qnh 1016 tumka 4 charlie arrival,0.7333333333333333,0.8461538461538461
84,1, 1,radar csa 1 delta zulu established,5.0,5.0
85,tsa 1 delta zurich you are contacted to russina tower 134.560, tsa 1 delta zurich you are contacted to rhein radar 134.560,csa 1 delta zulu roger contact ruzyne tower 134.560,0.6363636363636364,0.7272727272727273
86, 34560 please say 1 of the zurich,  triple 560 please say one of zurich,34560 csa 1 delta zulu pekny den,0.8571428571428571,1.0
87, air fans 108 zuros tanda bai now descent to f  descent flight law 70, air france 108 zurich tschuss bonjour descend to flight level 70,air france 108 zulu standby now descend to descend flight level 70,0.5714285714285714,0.36363636363636365
88, tur ap france mums tur iktu, tarom 480 france munich turn left 135.4,air france 108 zulu,0.8333333333333334,0.8571428571428571
89,good evening lufthansa hotel romeo passing 2500 climbing 5 tour, good evening lufthansa hotel romeo passing 2500 climbing 500,good evening lufthansa 8 hotel romeo passing 2500 climbing 5000,0.3,0.2222222222222222
90, lukta ansa 800 romeo bravairi airi good evening identified, lufthansa 800 rhein radar identified good evening identified,lufthansa 8 hotel romeo praha radar good evening identified,0.5555555555555556,0.625
91, Climbs you flight level 160, climb you flight level 160,climb to flight level 160,0.4,0.2
92,lufas 82 romeo climb flight level 16, lufthansa 82 romeo climb flight level 160,lufthansa 8 hotel romeo climb flight level 160,0.5714285714285714,0.2857142857142857
93,kl 2 dot sierra india turn left heading 100, kl 202 sierra india turn left heading 100,oscar kilo delta sierra india turn left heading 100,0.3333333333333333,0.375
94, left heading 100 oska kildu strang캬a, lufthansa 8300 oscar kildu st prex,left heading 100 oscar kilo delta sierra india,0.8333333333333334,1.1666666666666667
95, oscargo india foxu tromeo contact braha radar 127.580 bye, tag swiss air 1346 foxtrot contact rhein radar 127.58 good bye,oscar kilo india foxtrot romeo contact praha radar 127.580 bye,0.5555555555555556,0.7272727272727273
96," Pabinieta, vairam 042 adam rivi iet stabl카gi lokalisair 24", pabina 542 adam riva jet st belair 246,ruzyne tower trans europe 421 dobry vecer establish localizer 24,1.0,1.25
97, taram 0421 duviem iesa iet avara kontiniet preg큰t큄i ar 80, tarom 0421 duisheim isa ieta avara kontinetti pregnantia 80,trans europe 421 dobry vecer ruzyne tower continue approach runway 24,1.1,1.2222222222222223
98,roger 821 82420, roger 82182420,continue approach runway 24 trans europe 421,2.3333333333333335,3.5
99, ok alki ir mike charlie charlie after aroi approach climb straight ahead 4000 feet, ok alitalia 456 climb straight ahead 4000 feet,oscar kilo mike charlie charlie after the low approach climb straight ahead 4000 feet,0.35714285714285715,1.125
100, Asero progeru ieta vairu ko큄u, aero lloyd 582 zurich 1345 tschuss,after approach climb straight ahead 4000 feet oscar kilo mike charlie charlie,2.4,2.0
101,tau good morning white team 489 f  6 7 0 10 8, tag good morning zurich 134670108,tower good morning quality 4089 fully established on the runway 09,0.8333333333333334,1.8
102, Kulieti 4089 tur un izb훮rdu good morning randv카 09 quiietu and windis kam, klm 4089 turn right zurich good morning radar contact zurich 132.4,quality 4089 turany tower good morning runway 09 cleared to land wind is calm,0.8461538461538461,1.0909090909090908
103, klm 123 viski maitim prezading for vectoring halsu pro큄anu 824 and 30 speed now bello 260 no, klm 123 rhein radar identified proceed to vector 130 speed now bello 260 no,klm 73 whiskey maintain present heading for vectoring for ils approach runway 24 and reduce your speed now below 260 knots,0.8235294117647058,1.2142857142857142
104, squad traw 352 es un ir aight heading 180 veks turni svarp휆j siks, squid 352 is on its own heading 180 vienna turn right st prex,sky travel 35 juliett turn right heading 180 vectoring for spacing,0.8461538461538461,0.8461538461538461
105, altena graid heading 180 skaitro 35 juliet, alitalia 471 heading 180 set course 357 tschuss,turning right heading 180 sky travel 35 juliett,0.7142857142857143,0.75
106, Oskampi monglapa indie ievakiet viadiksvii viski krosa randv휆j 26 and continue to the air club, oscar mike india 1327 good bye zurich radar 132.4 tschuss,oscar kilo alfa papa india vacate via taxiway whiskey cross runway 26 and continue to the airclub,0.8666666666666667,1.5
107, Pika ieta vi흨i tikros 26 m ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta, p,vacate via whiskey cross 26 and vacate via the airclub oscar kilo papa india,0.9933333333333333,14.0
108, tavas du pregeru pulneri 1 juliet uniform hapikam in fu캬a establish alis runway 24 speed maximum 180, tag avia 857 rhein radar 134.4 tschuss have a nice flight,tower dobre dopoledne ryan air 1 juliett uniform becoming fully established ils runway 24 speed maximum 180,0.6470588235294118,1.5454545454545454
109, Rana air van juliet un i큄aundu bri캠enu kontinu proju큄u, rhein air 571 turn left 10 degrees,ryan air 1 juliett uniform dobry den continue approach,0.8888888888888888,1.1428571428571428
110, kontrviju pro큄iem m흫a 1 2 3 4, korean air 8552 proceed to milan 1234,continue approach ryan air 1 juliett uniform,1.0,1.0
111, ibi mieta stinau t훮 visp휆ju, iberia milan stinau tschuss visp st prex,ups 295 established,1.0,1.0
112,ups 295 contact tower frequency 134560 bye, ups 295 contact zurich 134560 bye,ups 295 contact tower frequency 134560 bye,0.0,0.3333333333333333
113, yes you never can, yes you never can,ups 295 good night,1.0,1.0
114,tarom 7 roger mike re  switch in now hold it for now with 24 we are ready for the bus, tarom 7 roger mike re 24824 is now hold it for now with 24 we are ready for the bus,ryan air 7 romeo mike route reaching and holding runway 24 we are ready for departure,0.7,0.7
115, ar neesamura mums aiz kalaina par nav iet dufo, air netherlands 1345 good bye,ryan air 7 romeo mike line up runway 24,1.0,1.6
116,stand up 1hw244 rhein and 7 romeen mike, st prex 1024 rhein and 7 romein mike,line up and wait runway 24 ryan air 7 romeo mike,1.0,1.125
117,hof kerkillo papa mike bravo it is half level 100, hapag lloyd 6052 papa mike bravo it is half level 100,oscar kilo papa mike bravo descend flight level 100,0.5,0.5454545454545454
118, tur lai 100 oscarg jau bravo, tarom 100 rhein radar contact bonjour,level 100 oscar kilo papa mike bravo,1.0,1.0
119,air interia 1 bravo for start of disapproved, air italia 1 bravo for start of descent proceed to trasadingen,ryan air 1 bravo alfa startup is approved,0.75,0.8181818181818182
120,that s pretty dry on 1 brother, that s pretty dry on 127 good bye,startup approved ryan air 1 bravo alfa,1.0,1.0
121, Rheinair 738 hotel turn left heading 360, rhein air 738 hotel turn left heading 360,ryan air 73 alfa hotel turn left heading 360,0.5714285714285714,0.375
122, tur reindies 738, tarom 738,ryan air 73 alfa hotel,1.6666666666666667,2.5
123, Ofkar ko miet salli salli braha radaru bri vienu you are identified flight level 70 after bau ltu proceed to bene큄o, of karlko mieter sallad sallad brahau radar briwien u you are identified flight level 70 after baulet proceed to bern,oscar kilo mike charlie charlie praha radar dobry den you are identified flight level 70 after baltu proceed to benesov,0.5714285714285714,0.5
124, oscar kilo kilo un november prociende direct baltu, oscar kilo kilo un november proceed direct baltau,oscar kilo kilo uniform november proceed direct baltu,0.25,0.25
125, Pilspiss ieta ieta malta skat카t ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta ieta iet, p,proceed direct baltu oscar kilo kilo uniform november,1.0,8.0
126, Champr훮na 803 uvic카ta to lai teksi charlie alfa standu westenai pern, champrun 803 uvic karlta to lai tschu charlie alfa stand by westin pern,jump run 803 vacate to the left taxi charlie alfa stand western apron,0.8181818181818182,0.7692307692307693
127,ok the fo  car from the airport to the village, ok the fox car from the airport to the village,oscar kilo foxtrot alfa sierra approaching zulu,1.0,1.0
128, oscarp tino foxtu 2003 sera sko 7000 good bye, swiss air 1002 zurich 1320 good bye,oscar kilo foxtrot alfa sierra squawk 7000 and good bye,0.7777777777777778,1.1428571428571428
129, Es ko iesamtais ir griba oskieto ka큄os ies, swiss air 1001 rhein radar identified,squawk 7000 good bye oscar foxtrot sierra,1.0,1.1666666666666667
130, kakroviski november lima formation expedite reciting vi훮 bravo antiktsi to foxtrot bravo alfa, korean air 931 november lima formation expedite retransmit vhf bravo alfa,oscar kilo whiskey november lima information exprite vacating via bravo and taxi to foxtrot bravo affirm,0.7692307692307693,1.1818181818181819
