file,whisper_text,correct_text
atcosim_train_23.wav," Lufthansa 8268, climb flight level 290.",lufthansa eight two six eight climb flight level two nine zero
atcosim_train_24.wav," Fox, what's your India climb flight level 270?",foxtrot sierra india climb flight level two seven zero
atcosim_train_25.wav," Hapagloid 653, climb flight level 29, zero-set cost, resetting in.",hapag lloyd six five three climb flight level two nine zero set course trasadingen
atcosim_train_26.wav," Valation 2, Rein identified",malaysian two rhein identified
atcosim_train_27.wav," Fox Road Sierra, India turn left heading 175, climb flight level 370.",foxtrot sierra india turn left heading one seven five climb flight level three seven zero
atcosim_train_28.wav, India Sierra Alpha turn right to Frankfurt.,india sierra alfa turn right to frankfurt
atcosim_train_29.wav," Sabina 838, contact line 12737.",sabena eight three eight contact rhein one two seven three seven
atcosim_train_30.wav, Swiss 6520 grinder you read.,swiss air six five two zero rhein do you read
atcosim_train_31.wav," Lufthansa 8268, contact Zurich 134 decimal 6.",lufthansa eight two six eight contact zurich one three four decimal six
atcosim_train_32.wav, Constellation 2251 Rhein identified.,constellation two two five one rhein identified
atcosim_train_33.wav," Transweet 101, contact Zurich 133.4",transwede one zero one contact zurich one three three decimal four
atcosim_train_34.wav," Fox for Sierra India, set course to trussetingen.",foxtrot sierra india set course to trasadingen
atcosim_train_35.wav, Volkswagen's India report rate of climb.,foxtrot sierra india report rate of climb
atcosim_train_36.wav, I'll check if it's right until reaching.,roger keep this rate until reaching
atcosim_train_37.wav, Swiss6520R you read.,swiss air six five two zero rhein radar do you read
atcosim_train_38.wav, Foxtrot Sierra India contact service 133.4,foxtrot sierra india contact zurich one three three decimal four
atcosim_train_39.wav," Olympic 144, Ryan identified.",olympic one four four rhein identified
atcosim_train_40.wav," Malaysian 2, contact line 12737.",malaysian two contact rhein one two seven three seven
atcosim_train_41.wav, Georgia Air Rein radar identified.,georgia air rhein radar identified
atcosim_train_42.wav," So, Blair 2557, Ryan identified.",sobelair two five five seven rhein identified
atcosim_train_43.wav, Kalem 300Katin ger rect ... ... ... ... ... ... ...,klm three hundred kilo rhein identified
atcosim_train_44.wav, Station calling second,station calling say again
atcosim_train_45.wav," Plan speed 107, Rhein identified.",transwede one zero seven rhein identified
atcosim_train_46.wav, India Sierra Alpha contact line 12737,india sierra alfa contact rhein one two seven three seven
atcosim_train_47.wav," Alitalia 117, Ryan identified. Olympic 144, request your heading.",alitalia one one seven rhein identified olympic one four four request your heading
atcosim_train_48.wav, Olympic 144 turn left heading 115 for separation,olympic one four four turn left heading one one five for separation
atcosim_train_49.wav," Shed said 817, Ryan identified.",jetset eight one seven rhein identified
atcosim_train_50.wav," Constellation 2251, contact line 132.4",constellation two two five one contact rhein one three two decimal four
atcosim_train_51.wav, air Malta 004 Rein radar identified,air malta zero zero four rhein radar identified
atcosim_train_52.wav, Olympic 144 set course direct to Tango.,olympic one four four set course direct to tango
atcosim_train_53.wav, Sopp layer 2 5 5 7 request heading,sobelair two five five seven request heading
atcosim_train_54.wav, So we have a 2-5-5-7 turn left heading 1-1-0 separation.,sobelair two five five seven turn left heading one one zero separation
atcosim_train_55.wav," TOTJ-037, contact line 12737.",georgia zero three seven contact rhein one two seven three seven
atcosim_train_56.wav," Viva 585, Rein radar identified.",viva five eight five rhein radar identified
atcosim_train_57.wav, Airmalta 004 for separation descent flight level 310.,air malta zero zero four for separation descend flight level three one zero
atcosim_train_58.wav, Jet Set 817 contact line 127.37,jetset eight one seven contact rhein one two seven decimal three seven
atcosim_train_59.wav," and column 264, Ryan identified.",klm two six four rhein identified
atcosim_train_60.wav," So, Blair 2557 maintain heading contact line 132.4",sobelair two five five seven maintain heading contact rhein one three two decimal four
atcosim_train_61.wav," Olympic 144, contact line 132.4",olympic one four four contact rhein one three two decimal four
atcosim_train_62.wav," Sabina 7816, Ryan Radar identified.",sabena seven eight one six rhein radar identified
atcosim_train_63.wav," Jetzit 1429, a rein identified.",jetset one four two nine rhein identified
atcosim_train_64.wav," Areloide 590, Rheinreider identified, climb flight level 2900.",aero lloyd five nine zero rhein radar identified climb flight level two nine zero
atcosim_train_65.wav," Er stories, too.",aero lloyd five nine zero direct trasadingen
atcosim_train_66.wav, Sabena 8 3 2 Rhine confirm your level,sabena eight three two rhein confirm your level
atcosim_train_67.wav, Roger identified.,roger identified
atcosim_train_68.wav, Alitalia 119 Orion identified.,alitalia one one nine rhein identified
atcosim_train_69.wav," Calum 300k, contact line 12737",klm three hundred kilo contact rhein one two seven three seven
atcosim_train_70.wav," Kranzweit 107, contact Zurich 134.6.",transwede one zero seven contact zurich one three four decimal six
atcosim_train_71.wav," Alitalia 117, Zurich 133.4",alitalia one one seven zurich one three three decimal four
atcosim_train_72.wav," Alitalia 485, Ryan identified.",alitalia four eight five rhein identified
atcosim_train_73.wav, Viva 585 request heading,viva five eight five request heading
atcosim_train_74.wav," Roger, right turn heading 030.",roger right turn heading zero three zero
atcosim_train_75.wav," Lufthansa 4652, Rhein radar identified, climb flight level 2907, at Kostrassetingen.",lufthansa four six five two rhein radar identified climb flight level two nine zero set course trasadingen
atcosim_train_76.wav, Delta India Charlie Papa Eferein radar identified,delta india charlie papa alfa rhein radar identified
atcosim_train_77.wav, Bessar 526 for Tell Rhine radar identified,psa five two six hotel rhein radar identified
atcosim_train_78.wav, Vr.585 turn left to Frankfurt.,viva five eight five turn left to frankfurt
atcosim_train_79.wav," JetZ1429, contact line 127.37",jetset one four two nine contact rhein one two seven decimal three seven
atcosim_train_80.wav," Ehrmalta 0-04, Rheinradar 12737",air malta zero zero four rhein radar one two seven three seven
atcosim_train_81.wav," Alitalia 401, Rhein identified, climb flight level 270.",alitalia four zero one rhein identified climb flight level two seven zero
atcosim_train_82.wav, Sabina 832 Kuntek Line 12737,sabena eight three two contact rhein one two seven three seven
atcosim_train_83.wav, Sabina 7816 turn left to Gautil.,sabena seven eight one six turn left to gotil
atcosim_train_84.wav," Viva 585, contact line 127.37",viva five eight five contact rhein one two seven decimal three seven
atcosim_train_85.wav," HABAGLOY 3551, Rhein identified.",hapag lloyd three five five one rhein identified
atcosim_train_86.wav," Ervaloit 590, contact Zurich 134.6",aero lloyd five nine zero contact zurich one three four decimal six
atcosim_train_87.wav," Bretonnia 32A, proceed direct to Kempton.",britannia triple two alfa proceed direct to kempten
atcosim_train_88.wav, Carlem 264 contact line 12737,klm two six four contact rhein one two seven three seven
atcosim_train_89.wav," Sabina 7816, Rhine 12737",sabena seven eight one six rhein one two seven three seven
atcosim_train_90.wav," entirely favoritesale, altimeter, and",belstar five zero two hotel rhein identified
atcosim_train_91.wav, comm,gulf air zero zero seven rhein identified
atcosim_train_92.wav, elvesinger about the Axelhm,lufthansa four six five two zurich radar one three four decimal six
atcosim_train_93.wav," Luftensor 4416, Rhein identified. Standby for higher, turn left by 15 degrees.",lufthansa four four one six rhein identified standby for higher turn left by one five degrees
atcosim_train_94.wav, Alitalia 401 climb flight level 290.,alitalia four zero one climb flight level two nine zero
atcosim_train_95.wav," Luftensea 4416, climb flight level 29, 0.",lufthansa four four one six climb flight level two nine zero
atcosim_train_96.wav," Alitalia 487, I got it, you are identified.",alitalia station co  alitalia four eight seven i got it you are identified
atcosim_train_97.wav, Speedbird 124 Rhein identified.,speed bird one two four rhein identified
atcosim_train_98.wav," Delta India, my glima-lima rain radar identified.",delta india mike lima lima rhein radar identified
atcosim_train_99.wav, BESTA 526 Hotel contact line 132.04,psa five two six hotel contact rhein one three two decimal four
atcosim_train_100.wav," Lufthansa 4416, right turn to Trasettingen.",lufthansa four four one six right turn to trasadingen
atcosim_train_101.wav, Alitalia 119.3 134.6,alitalia one one nine zurich one three four decimal six
atcosim_train_102.wav," Alitalia 485, Zurich 133, Dasmel 4",alitalia four eight five zurich one three three decimal four
atcosim_train_103.wav," Netherlands Air Force 3, 4 identified.",netherlands air force three four identified
atcosim_train_104.wav, three five sorry,three five sorry
atcosim_train_105.wav, Oscar Oscar Papa Hotel India Ryan Rayter identified,oscar oscar papa hotel india rhein radar identified
atcosim_train_106.wav," Turkish 515, Ryan identified.",turkish five one five rhein identified
atcosim_train_107.wav," Aitallia 401, contact Zurich 134.6",alitalia four zero one contact zurich one three four decimal six
atcosim_train_108.wav," Geofers 007, contact line 127.37",gulf air zero zero seven contact rhein one two seven decimal three seven
atcosim_train_109.wav," OEROPA 363, Rheinreiter identified, proceed direct to Frankfurt.",europa three six three rhein radar identified proceed direct to frankfurt
atcosim_train_110.wav," Britranier 222A, contact line 132.4",britannia two two two alfa contact rhein one three two decimal four
atcosim_train_111.wav," Speedbird 124, contact line 12737, goodbye.",speed bird one two four contact rhein one two seven three seven good bye
atcosim_train_112.wav," Turkish 5.5, contact Rhine 12737.",turkish five one five contact rhein one two seven three seven
atcosim_train_113.wav," Luftensa 4416, contact Zurich 134.6",lufthansa four four one six contact zurich one three four decimal six
atcosim_train_114.wav," LOF-10C 3556, Rhine radar identified. Turn left by 10 degrees and climb flight level 260.",lufthansa three five five six rhein radar identified turn left by ten degrees and climb flight level two six zero
atcosim_train_115.wav, Midland 720R identified.,midland seven two zero rhein radar identified
atcosim_train_116.wav," Station calling, see you again.",station calling say again
atcosim_train_117.wav," Sabina 9369, Ryan identified.",sabena nine three six nine rhein identified
atcosim_train_118.wav," Papaglautry 551, contact Zurich 133.4",hapag lloyd three five five one contact zurich one three three decimal four
atcosim_train_119.wav," Loftense 3556 climb, flight level 29 or 0.",lufthansa three five five six climb flight level two nine zero
atcosim_train_120.wav," Alitalia 292, Ryan identified.",alitalia two nine two rhein identified
atcosim_train_121.wav, Luftense 3556 at Kostertrassettingen.,lufthansa three five five six set course to trasadingen
atcosim_train_122.wav, BESTA 502R contact line 132.4,psa five zero two hotel contact rhein one two three decimal four
atcosim_train_123.wav," Speedbird 122, when the target identified.",speed bird one two two guten tag identified
atcosim_train_124.wav," Alitalia 487, contact Zurich 134.06",alitalia four eight seven contact zurich one three four decimal six
atcosim_train_125.wav, Alitalia 149 Orion identified.,alitalia one four nine rhein identified
atcosim_train_126.wav, Midland 720 turn right by 15 degrees.,midland seven two zero turn right by one five degrees
atcosim_train_127.wav, Delta India Charlie Papa Alpha contact Zurich 134.6,delta india charlie papa alfa contact zurich one three four decimal six
atcosim_train_128.wav," Britannia 236, Alpha, Rheinreiter identified.",britannia two three six alfa rhein radar identified
atcosim_train_129.wav, Oscar Oscar Papa Hotel India contact line 132.04,oscar oscar papa hotel india contact rhein one three two decimal four
atcosim_train_130.wav, Midland 720 climb flight level 350.,midland seven two zero climb flight level three five zero
atcosim_train_131.wav," Sabina 871, Ryan identified.",sabena eight zero one rhein identified
atcosim_train_132.wav," Alitalia 157, Ryan identified.",alitalia one five seven rhein identified
atcosim_train_133.wav," Netherlands Air Force 35, contact Rhein 132.4",netherlands air force three five contact rhein one three two decimal four
atcosim_train_134.wav," Midland 7-2, zero set course to Costa.",midland seven two zero set course to costa
atcosim_train_135.wav, Charlie Oscar Alfa,charlie oscar alfa
atcosim_train_136.wav," Ok, they will make it to November Tango Mike.",ok so make it november tango mike
atcosim_train_137.wav, 8Lan 720 Contact Line 12737,midland seven two zero contact rhein one two seven three seven
atcosim_train_138.wav," Lufthansa 3556, contact Zurich 134.6",lufthansa three five five six contact zurich one three four decimal six
atcosim_train_139.wav," Sabine 9R369R, right turn to Trazdingen.",sabena nine three six nine right turn to trasadingen
atcosim_train_140.wav," Lufthansa 3638, Ryan Rader, identified, climb flight level 270.",lufthansa three six three eight rhein radar identified climb flight level two seven zero
atcosim_train_141.wav, Alitalia 2 902 turn left to Gotil,alitalia two nine two turn left to gotil
atcosim_train_142.wav, oilrow part 363 contact line 127 decimal 37,europa three six three contact rhein one two seven decimal three seven
atcosim_train_143.wav, B2D122 contact line 127.37,speed bird one two two contact rhein one two seven decimal three seven
atcosim_train_144.wav," Jet Set 497, Ryan Radar identified.",jetset four nine seven rhein radar identified
atcosim_train_145.wav," Sabina 9-3 6-9 turn right direct to Foxtrot, Romeo, India.",sabena nine three six nine turn right direct to foxtrot romeo india
atcosim_train_146.wav," Delta India, Mike Lima, Lima, contact Zurich 134.6",delta india mike lima lima contact zurich one three four decimal six
atcosim_train_147.wav," Condor 218, Ryan Rader identified.",condor two one eight rhein radar identified
atcosim_train_148.wav," Alitalia 413 Rhein identified, climb flight level 250, set Kastra setting in.",alitalia four one three rhein identified climb flight level two five zero set course trasadingen
atcosim_train_149.wav, Alitalia 465 Frein radar identified.,alitalia four six five rhein radar identified
atcosim_train_150.wav," Swissier 783, Romeo Rhein identified.",swiss air seven eight three romeo rhein identified
atcosim_train_151.wav, Alitalia 2902 contact line 127 decimal 37,alitalia two nine two contact rhein one two seven decimal three seven
atcosim_train_152.wav, Hapagloid 137-Rheinreiter identified.,hapag lloyd one three seven rhein radar identified
atcosim_train_153.wav, prepared 389 Orion identified.,speed bird three eight nine rhein identified
atcosim_train_154.wav," Sabina 90369, contact Zurich 134.06",sabena nine three six nine contact zurich one three four decimal six
atcosim_train_155.wav, Britannia 236A 0-1 33-4.,britannia two three six alfa zurich one three three decimal four
atcosim_train_156.wav, Alitalia 149 at Zurich 134.6,alitalia one four nine zurich one three four decimal six
atcosim_train_157.wav," Lufthansa 3638, climb flight level 330.",lufthansa three six three eight climb flight level three three zero
atcosim_train_158.wav, BPA 389 climb flight level 310,speed bird three eight nine climb flight level three one zero
atcosim_train_159.wav, Thank you.,thank you
atcosim_train_160.wav, That's okay.,that s ok
atcosim_train_161.wav, AORPA 744 is identified.,europa seven four four is identified
atcosim_train_162.wav, Protenor 096A is identified.,britannia zero nine six alfa is identified
atcosim_train_163.wav," Left hands are 439, 0, identified climb flight level 2, 7, 290",lufthansa four three nine zero identified climb flight level two seven two nine zero
atcosim_train_164.wav, Is Balkan4906 still with me?,is balkan four nine six still with me
atcosim_train_165.wav," OPA 744 contact not Zurich, 134 decimal 6, goodbye.",europa seven four four contact now zurich one three four decimal six good bye
atcosim_train_166.wav," Quaternion 0906, Alpha turn right, direct to Translatingen.",britannia zero nine six alfa turn right direct to trasadingen
atcosim_train_167.wav, LTU 1280S identify directly attacked at Razatling in climb flight level 29R0.,ltu one two eight zero is identified you are cleared direct to trasadingen climb flight level two nine zero
atcosim_train_168.wav, Lufthansa 4390 continue climb to flight level 310.,lufthansa four three nine zero continue climb to flight level three one zero
atcosim_train_169.wav," Speedway 208, confirm your position, still north of Frankfurt.",speed way two zero eight confirm you position still north of frankfurt
atcosim_train_170.wav," Speedway 208 is identified, however contact Ryan 132, the smooth 4.",speed way two zero eight is identified however contact rhein one three two decimal four
atcosim_train_171.wav," Lufthansa Fosse 3900, expedite your client please.",lufthansa four three nine zero expedite your climb please
atcosim_train_172.wav," Derta anya hotel echo bar was identified, climb flight level 270.",delta india hotel echo bravo is identified climb flight level two seven zero
atcosim_train_173.wav, Emirates 2 is identified.,emirates two is identified
atcosim_train_174.wav," Lufthansa 439, Azzur, continue climb now to flight level 330 and still expeditious climb please.",lufthansa four three nine zero continue climb now to flight level three three zero and still expeditious climb please
atcosim_train_175.wav," Affirm, lift on the 439R0, contact Zurich 134.06",affirm lufthansa four three nine zero contact zurich one three four decimal six
atcosim_train_176.wav," Don't take a while, we'll report your heading.",delta echo bravo report your heading
atcosim_train_177.wav, Delta Echo Bravo turn lift heading 170,delta echo bravo turn left heading one seven zero
atcosim_train_178.wav, Britannia 096A conduct Zurich 133 decimal 4.,britannia zero nine six alfa contact zurich one three three decimal four
atcosim_train_179.wav, LTO 1280 report you're heading.,ltu one two eight zero report your heading
atcosim_train_180.wav, LTO 1280 turn right heading 200,ltu one two eight zero turn right heading two hundred
atcosim_train_181.wav," LTU 1280, I just received approval. You are cleared from present position to Hochwald, which is Hotel Oscar Charlie afterwards, so I'm pray to fly plane route.",ltu one two eight zero i just received approval you are cleared from present position to hochwald which is hotel oscar charlie afterwards st prex flight planned route
atcosim_train_182.wav, Data Echo Bravo proceed on navigation to Trasringen.,delta echo bravo proceed own navigation to trasadingen
atcosim_train_183.wav, Emirates 2 contact the line 132 decimal floor goodbye,emirates two contact rhein one three two decimal four good bye
atcosim_train_184.wav," So, LA2521 is identified at Kalebec.",sobelair two five two one is identified i ll call you back
atcosim_train_185.wav," ELLS 108A, disidentified, you're clear direct to Fox Fox Mike",airals one zero eight eight is identified you are cleared direct to fox fox mike
atcosim_train_186.wav," Delta Echo, wow, continue climb to FL280.",delta echo bravo continue climb to flight level two eight zero
atcosim_train_187.wav," LTU 1280 contact Notzurich 134.6, you may expect higher.",ltu one two eight zero contact now zurich one three four decimal six you may expect higher
atcosim_train_188.wav, Eifen.,affirm
atcosim_train_189.wav, Goodbye,good bye
atcosim_train_190.wav," Lufthansa 4408 is identified, proceed direct to Tango Romeo Alpha, climb to flight level 270.",lufthansa four four zero eight is identified proceed direct to tango romeo alfa climb to flight level two seven zero
atcosim_train_191.wav," Sola 2521, climb floor level 330.",sobelair two five two one climb flight level three three zero
atcosim_train_192.wav," Delta Echo Bravo, continue climb to flight level 290",delta echo bravo continue climb to flight level two nine zero
atcosim_train_193.wav," Lufthansa 4408, continue climb to FL290",lufthansa four four zero eight continue climb to flight level two nine zero
atcosim_train_194.wav, Delta Echo Bravo turn right to Hotel Oscar Charlie afterwards on Braille flight planned route,delta echo bravo turn right to hotel oscar charlie afterwards st prex flight planned route
atcosim_train_195.wav," That is correct, EKB contact 0, 134 decimal 6, goodbye.",that is correct delta echo bravo contact zurich one three four decimal six good bye
atcosim_train_196.wav," Good afternoon, N5255, identify the active Frankfurt.",good afternoon air berlin five two five five identified you are cleared direct to frankfurt
atcosim_train_197.wav, Sola 2521 contact the vinyl radar 132 decimal 4,sobelair two five two one contact rhein radar one three two decimal four
atcosim_train_198.wav,,bye
atcosim_train_199.wav," Good afternoon, Tarn 372 identified.",good afternoon tarom three seven two identified
atcosim_train_200.wav, So we say 806 is identified continue climb to fly levels 3 1 0,swiss air eight zero six is identified continue climb to flight level three one zero
atcosim_train_201.wav," So it's a 9-3-6-0, as I identified, expect a 5 minutes I'll be back.",swiss air nine three six zero is identified expect higher in five minutes i ll call you back
atcosim_train_202.wav," Lufthansa 4408, conduct service 134.6",lufthansa four four zero eight contact zurich one three four decimal six
atcosim_train_203.wav," Swissa 9 at race 6-0, proceed from present position, dying to go to you.",swiss air nine three six zero proceed from present position direct to gotil
atcosim_train_204.wav, Affirm to go till intersection,affirm to gotil intersection
atcosim_train_205.wav," And Swissa 806, ear cleared from present position to Kosta, which is Charlie Oscar Alfa.",and swiss air eight zero six you are cleared from present position to costa which is charlie oscar alfa
atcosim_train_206.wav, No problem.,no problem
atcosim_train_207.wav," Lufthansa 3566 is identified, you're clear direct to Traza Dhingen to continue climb flight level 270.",lufthansa three five six six is identified you are cleared direct to trasadingen to continue climb flight level two seven zero
atcosim_train_208.wav," Avagloid 112, good afternoon, you are identified with the director Frankfurt.",hapag lloyd one one two good afternoon you are identified you are cleared direct to frankfurt
atcosim_train_209.wav," Good afternoon, Sabina 8 razor identified. You may proceed to go till.",good afternoon sabena eight three zero identified you may proceed direct to gotil
atcosim_train_210.wav," Lufthansa 3604 is identified, climb to flight level 290.",lufthansa three six zero four is identified climb to flight level two nine zero
atcosim_train_211.wav, Left on the 3566 continue climb to flight level 2900.,lufthansa three five six six continue climb to flight level two nine zero
atcosim_train_212.wav," Swiss 806 climb, not a flight over 350.",swiss air eight zero six climb now to flight level three five zero
atcosim_train_213.wav," Tauntray72, continue with Rhine 132, decimal 4.",tarom three seven two continue with rhein one three two decimal four
atcosim_train_214.wav, ILS 1088 contact Rhine radar 127 decimal 37,airals one zero eight eight contact rhein radar one two seven decimal three seven
atcosim_train_215.wav," Lufthansa 3604, you're cleared, now direct to Drazingen.",lufthansa three six zero four you are cleared now direct to trasadingen
atcosim_train_216.wav," So it's 806, report your rate of climb.",swiss air eight zero six report your rate of climb
atcosim_train_217.wav, Thank you.,thank you
atcosim_train_218.wav, Swiss 9.3600 climb flight level to 9.00,swiss air nine three six zero climb flight level two nine zero
atcosim_train_219.wav, Avalanche 5255 contact line radar 127 37.,air berlin five two five five contact rhein radar one twenty seven thirty seven
atcosim_train_220.wav, Alitalia 6474 is identified.,alitalia six four seven four is identified
atcosim_train_221.wav," Swissen 90360, continue climb flight level 310.",swiss air nine three six zero continue climb flight level three one zero
atcosim_train_222.wav," So, I say 806 maintain rate of climb 1400 feet per minute or more continue this ride 127.37",swiss air eight zero six maintain rate of climb one thousand four hundred feet per minute or more continue with rhein one twenty seven thirty seven
atcosim_train_223.wav, Swiss 98360 contact Rhine 127 decimal 37 goodbye,swiss air nine three six zero contact rhein one two seven decimal three seven good bye
atcosim_train_224.wav," Lufthansa 4700, good afternoon. Climb flight level 270 initially.",lufthansa four seven zero zero good afternoon climb flight level two seven zero initially
atcosim_train_225.wav, Britannia 327 alpha is identified.,britannia three two seven alfa is identified
atcosim_train_226.wav, Beatbird 12.9 is identified,speed bird one two nine is identified
atcosim_train_227.wav, But on a 3 to 7 alpha turn right to Kimtam.,britannia three two seven alfa turn right to kempten
atcosim_train_228.wav, Lufthansa 4700 turn right direct to Trasadingen continue climb to flight level to 9-0,lufthansa four seven zero zero turn right direct to trasadingen continue climb to flight level two nine zero
atcosim_train_229.wav," Left hand corner, left hand is a 5-2-3-6 identified.",good afternoon lufthansa five two three six identified
atcosim_train_230.wav, Lufthansa 3566 contact Surrey 134.06,lufthansa three five six six contact zurich one three four decimal six
atcosim_train_231.wav," Sabina 830, contact",sabena eight three zero contact rhein radar one two seven decimal three seven
atcosim_train_232.wav," Lufthansa 4207 is in radar contact, good afternoon.",lufthansa four two zero seven is in radar contact good afternoon
atcosim_train_233.wav," For Tender 327A, continue Novice Rhine 132.4",britannia three two seven alfa continue now with rhein one three two decimal four
atcosim_train_234.wav," Lufthansa 5236, continue Novus Rhine 127.37, goodbye.",lufthansa five two three six continue now with rhein one two seven decimal three seven good bye
atcosim_train_235.wav," Wolf Bravo Victor Juliette Indier. Good afternoon, I identify.",golf bravo victor juliett india good afternoon identified
atcosim_train_236.wav," Lufthansa 3604, contact Zurich 134, decimal 6.",lufthansa three six zero four contact zurich one three four decimal six
atcosim_train_237.wav," So, the 106 is identified. Good afternoon.",saudia one o six is identified good afternoon
atcosim_train_238.wav, Lufthansa 4207 turn now left to Delta Kilo Bravo.,lufthansa four two zero seven turn now left to delta kilo bravo
atcosim_train_239.wav, Weber 129 Kontakt Rheinreider 132.4,speed bird one two nine contact rhein radar one three two decimal four
atcosim_train_240.wav, Gove Julia Dinnier turn right to Herbie intersection,golf juliett india turn right to herbi intersection
atcosim_train_241.wav," Abageloid 112, contact line radar, 127.37",hapag lloyd one one two contact rhein radar one two seven decimal three seven
atcosim_train_242.wav, Lufthansa 4207 contact Rheine-Reder 127 decimal 37.,lufthansa four two zero seven contact rhein radar one two seven decimal three seven
atcosim_train_243.wav," Lufthansa 4700, contact silicon 34, decimal 6, goodbye.",lufthansa four thousand seven hundred contact zurich one three four decimal six good bye
atcosim_train_244.wav," Lufthansa 3550, as I identified. Continue climb flight level 250 initially.",lufthansa three five five zero is identified continue climb to flight level two five zero initially
atcosim_train_245.wav, But we did not think a ROM...],hotel bravo india tango romeo is identified
atcosim_train_246.wav," Lufthansa 3550, continue climb to flight level 290, climb better 1200 feet per minute or more.",lufthansa three five five zero continue climb to flight level two nine zero climb at one thousand two hundred feet per minute or more
atcosim_train_247.wav, So they are 1-0-6 contact line radar 1-3-2 to smooth 4.,saudia one zero six contact rhein radar one two three decimal four
atcosim_train_248.wav," To the right on the right, Zut",golf juliett india turn right to trasadingen
atcosim_train_249.wav, Loftan's 4207 line.,lufthansa four two zero seven rhein
atcosim_train_250.wav," Left hands are 4209, ISO identified.",lufthansa four two zero nine is identified
atcosim_train_251.wav, BIMAD1 is identified.,bee med one is identified
atcosim_train_252.wav, Alitalia 6474 contact rhino radar 127.37,alitalia six four seven four contact rhein radar one two seven decimal three seven
atcosim_train_253.wav," Lufthansa 4209, turn left, direct to Dinklespurr, Delta Kilo Bravo",lufthansa four two zero nine turn left direct to dinkelsbuhl delta kilo bravo
atcosim_train_254.wav, 7836 is identified.,sabena eight three six is identified
atcosim_train_255.wav," Lufthansa 5504, I call you back.",lufthansa five five zero four i ll call you back
atcosim_train_256.wav," Lift on the 3550, skip to Trazringen.",lufthansa three five five zero is cleared to trasadingen
atcosim_train_257.wav, WARNch2017,hotel bravo india tango romeo contact rhein radar one two seven decimal three seven
atcosim_train_258.wav," Delta Enya Mike Mike Echo is identified, climb initially to flight level 270.",delta india mike mike echo is identified climb initially to flight level two seven zero
atcosim_train_259.wav," Good afternoon, Alitalia 150, you are identified.",good afternoon alitalia one five zero you are identified
atcosim_train_260.wav, Just going to name in 617 as identified,scandinavian six one seven is identified
atcosim_train_261.wav," Call forrapACK or call forras Contact water, shelter. 133.4",golf juliett india contact zurich radar one three three decimal four
atcosim_train_262.wav, Sabina 302 identified good afternoon,sabena three zero two identified good afternoon
atcosim_train_263.wav," Lufthansa 4209, contact Rhein radar 132 decimal 4.",lufthansa four two zero nine contact rhein radar one three two decimal four
atcosim_train_264.wav," Cross I-85A is identified, proceed to go till.",crossair eight five eight is identified proceed to gotil
atcosim_train_265.wav, iPhone.,affirm
atcosim_train_266.wav," Cross 858, disregard go to, fly heading 310.",crossair eight five eight disregard gotil fly heading three one zero
atcosim_train_267.wav," 79836, contact Line Radar 127, decimal 37.",sabena eight three six contact rhein radar one two seven decimal three seven
atcosim_train_268.wav, Third time mic mic echo report present heading,delta mike mike echo report present heading
